"dimension","dim_type","cur_count","unique_count","null_count","zero_count","null_ratio","zero_ratio","cat_val","cat_ratio_bf_m0","cat_ratio_bf_m1","cat_ratio_bf_m2","cat_ratio_diff_bf_m1","cat_ratio_diff_bf_m2","mean_bf_m0","mean_bf_m1","mean_bf_m2","mean_ratio_diff_bf_m1","mean_ratio_diff_bf_m2","std_bf_m0","std_bf_m1","std_bf_m2","std_ratio_diff_bf_m1","std_ratio_diff_bf_m2","status_bf_m0","status_bf_m1","status_bf_m2","alarm_yn","dt"
"tw_visit_days_fee_senior_save","numerical","2815","6","0","0","0.0","0.0",,,,,,,"1.05","1.051","1.031","-0.001","0.018","0.268","0.261","0.195","0.026","0.272","success","success","success","N","2020-05"
"sml_pay_cnt_bf_m2","numerical","19867583","229","0","16999518","0.856","0.856",,,,,,,"0.583","0.575","0.576","0.014","0.012","2.601","2.547","2.498","0.021","0.04","success","success","success","N","2020-05"
"sms_rcv_cnt_pet","numerical","465493","82","0","274418","0.59","0.59",,,,,,,"0.8","0.906","0.841","-0.132","-0.051","2.042","2.04","2.28","0.001","-0.117","success","success","success","N","2020-05"
"real_arpu_bf_m3","numerical","19918721","100795","0","1336926","0.067","0.067",,,,,,,"30467.746","30556.752","30567.636","-0.003","-0.003","21648.803","21639.989","21641.143","0.0","0.0","success","success","success","N","2020-05"
"tw_visit_days_vas_coloring","numerical","78631","22","0","0","0.0","0.0",,,,,,,"1.227","1.213","1.153","0.011","0.06","0.761","0.737","0.554","0.032","0.272","success","success","success","N","2020-05"
"sms_snd_cnt_restaurant","numerical","8578123","37","0","8572246","0.999","0.999",,,,,,,"0.001","0.001","0.001","0.0","0.0","0.118","0.103","0.095","0.127","0.195","success","success","success","N","2020-05"
"overage_bf0","numerical","19613335","389888","0","18838979","0.961","0.961",,,,,,,"288.411","267.55","297.462","0.072","-0.031","2506.32","2430.406","2594.268","0.03","-0.035","success","success","success","N","2020-05"
"tw_visit_days_shopguide","numerical","3205","4","0","0","0.0","0.0",,,,,,,"1.064","1.037","1.019","0.025","0.042","0.27","0.197","0.154","0.27","0.43","success","success","success","N","2020-05"
"tw_visit_days_vas_list","numerical","442915","26","0","0","0.0","0.0",,,,,,,"1.148","1.137","1.103","0.01","0.039","0.543","0.52","0.405","0.042","0.254","success","success","success","N","2020-05"
"mbr_discount_cnt_movie","numerical","68641","21","0","0","0.0","0.0",,,,,,,"2.214","2.233","2.145","-0.009","0.031","1.059","1.14","0.97","-0.076","0.084","success","success","success","N","2020-05"
"voc_rcv_cnt","numerical","17973869","4231","0","560468","0.031","0.031",,,,,,,"156.504","148.722","145.65","0.05","0.069","187.448","172.586","171.475","0.079","0.085","success","success","success","N","2020-05"
"sms_snd_cnt_sports","numerical","2431396","45","0","2423545","0.997","0.997",,,,,,,"0.006","0.006","0.006","0.0","0.0","0.275","0.254","0.218","0.076","0.207","success","success","success","N","2020-05"
"mbr_discount_cnt_transportation","numerical","15000","5","0","0","0.0","0.0",,,,,,,"1.293","1.159","1.118","0.104","0.135","0.607","0.472","0.41","0.222","0.325","success","success","success","N","2020-05"
"voc_snd_cnt_student","numerical","2296192","233","0","1482312","0.646","0.646",,,,,,,"0.979","1.007","0.942","-0.029","0.038","4.648","4.001","3.72","0.139","0.2","success","success","success","N","2020-05"
"app_use_traffic_podcast","numerical","1890737","1064794","0","304","0.0","0.0",,,,,,,"91.22","87.248","87.859","0.044","0.037","572.006","558.594","523.21","0.023","0.085","success","success","success","N","2020-05"
"sms_snd_cnt","numerical","17973869","6940","0","3353977","0.187","0.187",,,,,,,"33.233","31.424","32.76","0.054","0.014","171.922","180.014","195.907","-0.047","-0.14","success","success","success","N","2020-05"
"dcb_cnt_bf_m2","numerical","19867583","6","0","18970742","0.955","0.955",,,,,,,"0.05","0.047","0.049","0.06","0.02","0.238","0.233","0.236","0.021","0.008","success","success","success","N","2020-05"
"app_use_cnt_shopping","numerical","11454728","794","0","0","0.0","0.0",,,,,,,"27.148","27.04","24.085","0.004","0.113","39.251","39.305","35.39","-0.001","0.098","success","success","success","N","2020-05"
"tw_visit_days_fee_t_ansim_4g","numerical","79787","15","0","0","0.0","0.0",,,,,,,"1.169","1.164","1.115","0.004","0.046","0.573","0.592","0.445","-0.033","0.223","success","success","success","N","2020-05"
"app_use_traffic_flo","numerical","2446733","1615715","0","81","0.0","0.0",,,,,,,"9.179","9.492","8.851","-0.034","0.036","18.836","19.499","17.743","-0.035","0.058","success","success","success","N","2020-05"
"voc_rcv_cnt_sports","numerical","2431396","137","0","2171409","0.893","0.893",,,,,,,"0.192","0.204","0.175","-0.062","0.089","1.33","1.233","1.221","0.073","0.082","success","success","success","N","2020-05"
"app_use_cnt_video","numerical","16691001","763","0","0","0.0","0.0",,,,,,,"120.028","113.442","99.622","0.055","0.17","85.664","83.472","78.21","0.026","0.087","success","success","success","N","2020-05"
"app_use_traffic_shopping_store","numerical","2863484","2172039","0","47","0.0","0.0",,,,,,,"19.967","22.779","23.696","-0.141","-0.187","86.662","97.546","109.052","-0.126","-0.258","success","success","success","N","2020-05"
"location_weekday_visit_gu","numerical","25786248","175","0","66414","0.003","0.003",,,,,,,"10.35","9.69","8.164","0.064","0.211","10.539","10.223","9.124","0.03","0.134","success","success","success","N","2020-05"
"app_use_traffic_etc_music","numerical","4286692","2920694","0","338","0.0","0.0",,,,,,,"49.302","46.837","40.679","0.05","0.175","430.539","420.45","360.135","0.023","0.164","success","success","success","N","2020-05"
"mbr_discount_amt_food_and_beverage","numerical","221763","1618","0","1","0.0","0.0",,,,,,,"1725.662","1741.23","1751.624","-0.009","-0.015","1620.284","1651.335","1658.219","-0.019","-0.023","success","success","success","N","2020-05"
"app_use_traffic_public_tv","numerical","2811763","2094292","0","154","0.0","0.0",,,,,,,"175.546","170.196","146.55","0.03","0.165","1577.755","1672.252","1394.109","-0.06","0.116","success","success","success","N","2020-05"
"tw_visit_days_tfamilymoa","numerical","110860","31","0","0","0.0","0.0",,,,,,,"1.818","1.817","1.532","0.001","0.157","2.002","2.026","1.33","-0.012","0.336","success","success","success","N","2020-05"
"tw_visit_days_vas_pooq","numerical","117552","19","0","0","0.0","0.0",,,,,,,"1.154","1.142","1.108","0.01","0.04","0.512","0.483","0.39","0.057","0.238","success","success","success","N","2020-05"
"real_data_use_gb_bf_m0","numerical","19613335","11825585","0","2670867","0.136","0.136",,,,,,,"11.305","10.899","11.938","0.036","-0.056","25.254","25.917","28.728","-0.026","-0.138","success","success","success","N","2020-05"
"voc_snd_cnt_sports","numerical","2431396","730","0","1223580","0.503","0.503",,,,,,,"1.787","1.605","1.394","0.102","0.22","15.842","17.081","9.157","-0.078","0.422","success","success","success","N","2020-05"
"fee_chg_cnt","numerical","19613335","78","0","6907611","0.352","0.352",,,,,,,"1.317","1.292","1.261","0.019","0.043","1.501","1.482","1.461","0.013","0.027","success","success","success","N","2020-05"
"tw_visit_days_usage_pattern","numerical","68507","14","0","0","0.0","0.0",,,,,,,"1.054","1.052","1.038","0.002","0.015","0.31","0.297","0.26","0.042","0.161","success","success","success","N","2020-05"
"sms_rcv_cnt_wedding","numerical","79295","101","0","67353","0.849","0.849",,,,,,,"0.502","0.531","0.513","-0.058","-0.022","6.11","4.836","5.179","0.209","0.152","success","success","success","N","2020-05"
"night_traffic_hour_ratio","numerical","15513545","180","0","0","0.0","0.0",,,,,,,"0.383","0.397","0.218","-0.037","0.431","0.351","0.369","0.193","-0.051","0.45","success","success","success","N","2020-05"
"allot_prn_amt","numerical","19613335","43058","0","11593311","0.591","0.591",,,,,,,"329037.228","331730.995","338069.936","-0.008","-0.027","504928.379","504293.486","504338.039","0.001","0.001","success","success","success","N","2020-05"
"night_traffic_mb","numerical","15769034","14626521","0","0","0.0","0.0",,,,,,,"3065.611","3143.087","2307.541","-0.025","0.247","8668.186","9155.352","6726.59","-0.056","0.224","success","success","success","N","2020-05"
"tw_visit_days_fee_t_ansim_25g","numerical","84411","19","0","0","0.0","0.0",,,,,,,"1.182","1.178","1.124","0.003","0.049","0.619","0.657","0.472","-0.061","0.237","success","success","success","N","2020-05"
"data_usage_in_gb_bf_m0","numerical","19613335","12133240","0","2632275","0.134","0.134",,,,,,,"11.49","11.064","12.109","0.037","-0.054","25.26","25.927","28.747","-0.026","-0.138","success","success","success","N","2020-05"
"copn_left_cnt_bf1","numerical","19754252","21","0","5291878","0.268","0.268",,,,,,,"4.112","4.063","4.023","0.012","0.022","2.801","2.815","2.822","-0.005","-0.007","success","success","success","N","2020-05"
"sml_pay_amt_bf_m2","numerical","19867583","215329","0","17020491","0.857","0.857",,,,,,,"10517.621","10190.307","10416.291","0.031","0.01","52362.501","51254.598","51460.123","0.021","0.017","success","success","success","N","2020-05"
"voc_snd_cnt_baby","numerical","832906","203","0","413132","0.496","0.496",,,,,,,"1.511","1.193","1.193","0.21","0.21","6.12","5.363","4.466","0.124","0.27","success","success","success","N","2020-05"
"avg_twld_visit_cnt","numerical","8968365","4555","0","0","0.0","0.0",,,,,,,"28.935","28.393","30.216","0.019","-0.044","80.31","78.808","81.009","0.019","-0.009","success","success","success","N","2020-05"
"voc_rcv_prtn_cnt_bf_m1","numerical","17569987","1323","0","0","0.0","0.0",,,,,,,"36.974","36.338","37.144","0.017","-0.005","35.675","35.351","34.865","0.009","0.023","success","success","success","N","2020-05"
"app_use_cnt_vr","numerical","207614","88","0","0","0.0","0.0",,,,,,,"11.552","13.466","13.338","-0.166","-0.155","16.773","17.511","16.437","-0.044","0.02","success","success","success","N","2020-05"
"svc_scrb_period","numerical","19613335","10445","0","0","0.0","0.0",,,,,,,"2198.779","2176.645","2153.706","0.01","0.02","1797.265","1786.88","1778.459","0.006","0.01","success","success","success","N","2020-05"
"app_use_traffic_delivery","numerical","4252472","1997713","0","101","0.0","0.0",,,,,,,"4.142","4.135","3.757","0.002","0.093","25.052","20.301","14.451","0.19","0.423","success","success","success","N","2020-05"
"tw_visit_days_fee_0_medium","numerical","53392","15","0","0","0.0","0.0",,,,,,,"1.172","1.17","1.114","0.002","0.049","0.593","0.584","0.42","0.015","0.292","success","success","success","N","2020-05"
"app_use_cnt_bank","numerical","14515303","720","0","0","0.0","0.0",,,,,,,"38.922","36.244","29.912","0.069","0.231","45.083","41.387","35.253","0.082","0.218","success","success","success","N","2020-05"
"nugu_btv_use_days","numerical","131592","31","0","0","0.0","0.0",,,,,,,"11.85","11.941","12.566","-0.008","-0.06","8.946","8.962","9.414","-0.002","-0.052","success","success","success","N","2020-05"
"data_usage_in_gb_bf_m1","numerical","19754252","11877247","0","2719604","0.138","0.138",,,,,,,"11.064","12.109","11.137","-0.094","-0.007","25.927","28.747","26.029","-0.109","-0.004","success","success","success","N","2020-05"
"mbr_discount_amt_sports","numerical","27","1","0","27","1.0","1.0",,,,,,,"0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","success","success","success","Y","2020-05"
"tw_visit_days_alacarte","numerical","1403","4","0","0","0.0","0.0",,,,,,,"1.046","1.033","1.021","0.012","0.024","0.378","0.373","0.297","0.013","0.214","success","success","success","N","2020-05"
"dcb_amt_bf_m0","numerical","19613335","26291","0","18769139","0.957","0.957",,,,,,,"2110.377","2111.091","2300.42","0.0","-0.09","27849.763","27953.565","29772.546","-0.004","-0.069","success","success","success","N","2020-05"
"ref_data_usage_in_gb_bf_m1","numerical","19754252","214135","0","19376744","0.981","0.981",,,,,,,"0.065","0.074","0.067","-0.138","-0.031","0.709","0.784","0.742","-0.106","-0.047","success","success","success","N","2020-05"
"voc_rcv_cnt_baby","numerical","832906","100","0","547002","0.657","0.657",,,,,,,"0.929","0.831","0.925","0.105","0.004","2.342","2.274","2.386","0.029","-0.019","success","success","success","N","2020-05"
"card_pay_cnt_bf_m0","numerical","18327904","1000","0","6056428","0.33","0.33",,,,,,,"60.079","61.537","65.079","-0.024","-0.083","90.707","92.443","96.632","-0.019","-0.065","success","success","success","N","2020-05"
"sms_rcv_cnt_security","numerical","186976","684","0","55410","0.296","0.296",,,,,,,"18.942","18.662","18.288","0.015","0.035","53.96","52.472","51.987","0.028","0.037","success","success","success","N","2020-05"
"voc_snd_cnt_beauty","numerical","2367809","239","0","950702","0.402","0.402",,,,,,,"1.252","1.183","1.172","0.055","0.064","3.711","4.013","4.44","-0.081","-0.196","success","success","success","N","2020-05"
"family_moa_share_data_in_gb","numerical","1817191","105","0","0","0.0","0.0",,,,,,,"22.116","22.156","22.178","-0.002","-0.003","7.831","7.878","7.909","-0.006","-0.01","success","success","success","N","2020-05"
"equip_chg_mth_cnt","numerical","19613335","344","0","8032497","0.41","0.41",,,,,,,"20.61","20.491","20.416","0.006","0.009","23.153","23.06","22.993","0.004","0.007","success","success","success","N","2020-05"
"app_use_traffic_reward","numerical","1711411","1466800","0","19","0.0","0.0",,,,,,,"34.561","29.526","23.798","0.146","0.311","108.578","79.37","62.738","0.269","0.422","success","success","success","N","2020-05"
"mbr_discount_amt_mobile_and_media","numerical","447912","11076","0","564","0.001","0.001",,,,,,,"3570.159","3563.348","3808.577","0.002","-0.067","9382.33","8904.388","10278.012","0.051","-0.095","success","success","success","N","2020-05"
"tw_visit_days_vas_perfect_call","numerical","10546","4","0","0","0.0","0.0",,,,,,,"1.033","1.037","1.028","-0.004","0.005","0.187","0.215","0.193","-0.15","-0.032","success","success","success","N","2020-05"
"bf_m6_avg_data_usage_in_gb","numerical","21159641","16990660","0","2156885","0.102","0.102",,,,,,,"11.274","11.152","11.186","0.011","0.008","23.994","23.664","23.442","0.014","0.023","success","success","success","N","2020-05"
"eqp_chg_cnt","numerical","11478958","49","0","0","0.0","0.0",,,,,,,"2.083","2.071","2.063","0.006","0.01","1.211","1.203","1.198","0.007","0.011","success","success","success","N","2020-05"
"tw_visit_days_my_fee","numerical","1074055","29","0","0","0.0","0.0",,,,,,,"1.264","1.255","1.178","0.007","0.068","0.689","0.668","0.514","0.03","0.254","success","success","success","N","2020-05"
"mbr_discount_amt_family_restaurant","numerical","126011","10866","0","0","0.0","0.0",,,,,,,"14873.99","14304.358","13833.766","0.038","0.07","8397.068","7986.232","7768.166","0.049","0.075","success","success","success","N","2020-05"
"app_use_traffic_shopping_openmarket","numerical","8890701","7065147","0","24","0.0","0.0",,,,,,,"45.854","44.253","40.494","0.035","0.117","285.609","259.319","184.579","0.092","0.354","success","success","success","N","2020-05"
"voc_snd_cnt_travel","numerical","1004020","215","0","325100","0.324","0.324",,,,,,,"1.695","1.656","2.399","0.023","-0.415","5.223","4.921","7.639","0.058","-0.463","success","success","success","N","2020-05"
"app_use_traffic_bugs","numerical","77119","14888","0","19","0.0","0.0",,,,,,,"21.33","14.471","16.922","0.322","0.207","364.72","259.565","263.93","0.288","0.276","success","success","success","N","2020-05"
"app_use_traffic_navigation","numerical","8085241","6470182","0","496","0.0","0.0",,,,,,,"28.955","28.161","21.042","0.027","0.273","174.647","184.375","130.637","-0.056","0.252","success","success","success","N","2020-05"
"tw_visit_days_fee_t_infinity","numerical","3651","8","0","0","0.0","0.0",,,,,,,"1.173","1.161","1.096","0.01","0.066","0.566","0.536","0.354","0.053","0.375","success","success","success","N","2020-05"
"sms_snd_cnt_security","numerical","186976","9","0","186917","1.0","1.0",,,,,,,"0.001","0.001","0.001","0.0","0.0","0.059","0.064","0.08","-0.085","-0.356","success","success","success","N","2020-05"
"tw_spd_chk_1m","numerical","2247077","467","0","0","0.0","0.0",,,,,,,"3.186","3.161","3.129","0.008","0.018","12.757","10.963","11.565","0.141","0.093","success","success","success","N","2020-05"
"mbr_discount_amt_convenience_store","numerical","893741","1358","0","0","0.0","0.0",,,,,,,"1493.8","1504.001","1583.273","-0.007","-0.06","4625.305","4661.794","5036.44","-0.008","-0.089","success","success","success","N","2020-05"
"app_use_days_music","numerical","11168076","31","0","0","0.0","0.0",,,,,,,"9.367","9.157","8.533","0.022","0.089","8.819","8.689","8.277","0.015","0.061","success","success","success","N","2020-05"
"simpl_ref_cnsl_cnt_bf_m2","numerical","19867583","105","0","17915347","0.902","0.902",,,,,,,"0.174","0.168","0.188","0.034","-0.08","0.748","0.766","0.816","-0.024","-0.091","success","success","success","N","2020-05"
"location_weekend_visit_dong","numerical","25786248","186","0","361035","0.014","0.014",,,,,,,"10.993","8.338","7.793","0.242","0.291","10.85","8.678","8.35","0.2","0.23","success","success","success","N","2020-05"
"app_use_days_video","numerical","16691001","31","0","0","0.0","0.0",,,,,,,"22.139","21.145","19.812","0.045","0.105","9.092","9.092","9.362","0.0","-0.03","success","success","success","N","2020-05"
"sms_snd_cnt_home_move","numerical","790048","51","0","777233","0.984","0.984",,,,,,,"0.031","0.03","0.033","0.032","-0.065","0.566","0.591","0.603","-0.044","-0.065","success","success","success","N","2020-05"
"app_use_cnt_game","numerical","16730528","623","0","0","0.0","0.0",,,,,,,"56.705","53.544","47.462","0.056","0.163","40.315","38.006","34.282","0.057","0.15","success","success","success","N","2020-05"
"avg_display_resol","numerical","19628549","71301","0","602576","0.031","0.031",,,,,,,"2304400.782","2299597.133","2294685.559","0.002","0.004","1415273.43","1415335.173","1415514.599","0.0","0.0","success","success","success","N","2020-05"
"voc_rcv_prtn_cnt_bf_m0","numerical","17413401","1330","0","0","0.0","0.0",,,,,,,"37.011","36.974","36.338","0.001","0.018","36.702","35.675","35.351","0.028","0.037","success","success","success","N","2020-05"
"tw_visit_days_vas_call_routing","numerical","9196","12","0","0","0.0","0.0",,,,,,,"1.094","1.091","1.068","0.003","0.024","0.444","0.403","0.326","0.092","0.266","success","success","success","N","2020-05"
"voc_rcv_cnt_security","numerical","186976","83","0","175938","0.941","0.941",,,,,,,"0.163","0.143","0.152","0.123","0.067","2.571","2.23","2.642","0.133","-0.028","success","success","success","N","2020-05"
"tw_visit_days_remained_data","numerical","1286904","31","0","0","0.0","0.0",,,,,,,"1.51","1.602","1.44","-0.061","0.046","1.702","1.854","1.328","-0.089","0.22","success","success","success","N","2020-05"
"voc_snd_cnt_tax","numerical","883697","111","0","330332","0.374","0.374",,,,,,,"1.627","1.176","1.083","0.277","0.334","2.788","2.474","2.624","0.113","0.059","success","success","success","N","2020-05"
"mbr_discount_amt_travel","numerical","1253","389","0","843","0.673","0.673",,,,,,,"4204.165","5166.75","4340.627","-0.229","-0.032","13027.389","15082.899","13374.834","-0.158","-0.027","success","success","success","N","2020-05"
"sms_snd_cnt_beauty","numerical","2367809","39","0","2358908","0.996","0.996",,,,,,,"0.009","0.009","0.009","0.0","0.0","0.313","0.317","0.332","-0.013","-0.061","success","success","success","N","2020-05"
"mbr_discount_amt_video","numerical","351387","3820","0","32","0.0","0.0",,,,,,,"3559.166","2998.839","3791.213","0.157","-0.065","4882.739","4165.672","4553.204","0.147","0.067","success","success","success","N","2020-05"
"app_use_traffic_starbucks","numerical","1524001","1444049","0","11","0.0","0.0",,,,,,,"14.122","9.746","9.296","0.31","0.342","24.306","17.473","17.626","0.281","0.275","success","success","success","N","2020-05"
"app_use_traffic_video","numerical","16691001","15756429","0","42","0.0","0.0",,,,,,,"4905.404","4905.156","4946.889","0.0","-0.008","14547.265","15047.932","14968.079","-0.034","-0.029","success","success","success","N","2020-05"
"avg_traffic_mb_per_hour","numerical","17094907","17058018","0","0","0.0","0.0",,,,,,,"556.665","560.934","330.7","-0.008","0.406","1122.612","1236.955","752.624","-0.102","0.33","success","success","success","N","2020-05"
"voc_rcv_avg_duration","numerical","17413401","5359","0","204338","0.012","0.012",,,,,,,"115.871","119.953","127.341","-0.035","-0.099","175.84","177.021","273.425","-0.007","-0.555","success","success","success","N","2020-05"
"mbr_discount_cnt_education","numerical","635","2","0","0","0.0","0.0",,,,,,,"1.024","1.029","1.036","-0.005","-0.012","0.152","0.167","0.192","-0.099","-0.263","success","success","success","N","2020-05"
"app_use_traffic_bank_card","numerical","11445040","9771361","0","134","0.0","0.0",,,,,,,"47.824","39.811","32.714","0.168","0.316","115.205","99.683","83.675","0.135","0.274","success","success","success","N","2020-05"
"bas_ofr_data_gb_qty_val","numerical","16348521","66","0","0","0.0","0.0",,,,,,,"28.685","28.307","28.073","0.013","0.021","53.15","52.799","52.584","0.007","0.011","success","success","success","N","2020-05"
"tw_visit_days_roaming_list","numerical","9500","11","0","0","0.0","0.0",,,,,,,"1.168","1.162","1.177","0.005","-0.008","0.626","0.622","0.513","0.006","0.181","success","success","success","N","2020-05"
"app_use_traffic_melon","numerical","10435861","6215846","0","33","0.0","0.0",,,,,,,"74.317","73.309","62.089","0.014","0.165","574.998","565.235","472.592","0.017","0.178","success","success","success","N","2020-05"
"mbr_discount_amt_shopping","numerical","408435","3852","0","12582","0.031","0.031",,,,,,,"4509.84","4914.033","4598.483","-0.09","-0.02","4154.142","4269.905","4286.734","-0.028","-0.032","success","success","success","N","2020-05"
"mbr_discount_cnt_family_restaurant","numerical","126011","14","0","0","0.0","0.0",,,,,,,"1.065","1.058","1.06","0.007","0.005","0.309","0.295","0.322","0.045","-0.042","success","success","success","N","2020-05"
"app_use_traffic_shopping_coupon","numerical","8205734","4609161","0","495","0.0","0.0",,,,,,,"14.361","13.076","10.779","0.089","0.249","79.989","73.455","63.537","0.082","0.206","success","success","success","N","2020-05"
"tw_visit_days_fee_senior_12g","numerical","921","4","0","0","0.0","0.0",,,,,,,"1.033","1.043","1.026","-0.01","0.007","0.221","0.229","0.172","-0.036","0.222","success","success","success","N","2020-05"
"location_weekday_visit_city","numerical","25786248","18","0","66414","0.003","0.003",,,,,,,"2.772","2.63","2.388","0.051","0.139","2.025","1.921","1.724","0.051","0.149","success","success","success","N","2020-05"
"voc_snd_cnt_home_move","numerical","790048","234","0","313465","0.397","0.397",,,,,,,"1.816","1.69","1.791","0.069","0.014","6.49","8.302","7.566","-0.279","-0.166","success","success","success","N","2020-05"
"max_display_resol","numerical","19628549","108","0","602576","0.031","0.031",,,,,,,"2614447.738","2606429.58","2599053.106","0.003","0.006","1574630.065","1573794.759","1573364.097","0.001","0.001","success","success","success","N","2020-05"
"mbr_discount_amt_chocolate","numerical","79113","352","0","0","0.0","0.0",,,,,,,"7436.579","7921.426","6872.072","-0.065","0.076","16548.157","19788.453","15879.309","-0.196","0.04","success","success","success","N","2020-05"
"roaming_cnt_m3","numerical","75571","31","0","0","0.0","0.0",,,,,,,"9.37","8.673","3.883","0.074","0.586","10.301","9.715","3.56","0.057","0.654","success","success","success","N","2020-05"
"prev_mfact_nm","categorical","9657146","117","0",,,,"삼성전자(주)","0.712","0.712","0.71","0.0","0.003",,,,,,,,,,,"success","success","success","N","2020-08"
"sms_rcv_cnt_travel","numerical","589558","92","0","375906","0.638","0.638",,,,,,,"0.527","1.013","1.157","-0.922","-1.195","2.939","6.134","6.251","-1.087","-1.127","success","success","success","Y","2020-08"
"mbr_discount_amt_convenience_store","numerical","373382","543","0","0","0.0","0.0",,,,,,,"857.215","1547.438","1509.582","-0.805","-0.761","1732.962","4835.526","4673.477","-1.79","-1.697","success","success","success","Y","2020-08"
"pmth_inv_bamt","numerical","19348200","598927","0","11734241","0.606","0.606",,,,,,,"164193.218","163915.149","167734.363","0.002","-0.022","328848.047","328521.655","333827.201","0.001","-0.015","success","success","success","N","2020-08"
"mbr_discount_amt_emart","numerical","15003","44","0","0","0.0","0.0",,,,,,,"6122.375","4437.836","6240.994","0.275","-0.019","1760.082","4096.298","2022.625","-1.327","-0.149","success","success","success","Y","2020-08"
"mbr_discount_cnt_theme_park","numerical","1887","5","0","0","0.0","0.0",,,,,,,"1.017","1.053","1.05","-0.035","-0.032","0.193","0.963","0.808","-3.99","-3.187","success","success","success","Y","2020-08"
"data_usage_in_gb_bf_m0","numerical","19348200","8763435","0","2956061","0.153","0.153",,,,,,,"3.962","12.883","11.587","-2.252","-1.925","9.374","29.39","25.55","-2.135","-1.726","success","success","success","Y","2020-08"
"mbr_discount_cnt_insurance","numerical","947096","2","0","0","0.0","0.0",,,,,,,"1.0","1.0","1.916","0.0","-0.916","0.012","0.014","0.28","-0.167","-22.333","success","success","success","Y","2020-08"
"tw_visit_days_fee_t_save","numerical","33568","6","0","0","0.0","0.0",,,,,,,"1.061","1.136","1.139","-0.071","-0.074","0.272","0.453","0.461","-0.665","-0.695","success","success","success","N","2020-08"
"voc_snd_cnt_home_move","numerical","257324","88","0","95229","0.37","0.37",,,,,,,"1.358","1.91","1.996","-0.406","-0.47","2.853","6.126","6.618","-1.147","-1.32","success","success","success","Y","2020-08"
"voc_rcv_cnt_travel","numerical","589558","106","0","528213","0.896","0.896",,,,,,,"0.197","0.247","0.263","-0.254","-0.335","1.609","2.766","2.595","-0.719","-0.613","success","success","success","N","2020-08"
"sms_snd_cnt","numerical","17294451","2641","0","7076668","0.409","0.409",,,,,,,"8.472","36.193","35.499","-3.272","-3.19","49.749","183.848","174.706","-2.696","-2.512","success","success","success","Y","2020-08"
"allot_prn_amt","numerical","19348200","41924","0","11854835","0.613","0.613",,,,,,,"315279.582","323143.784","325716.941","-0.025","-0.033","503079.132","504993.805","504909.51","-0.004","-0.004","success","success","success","N","2020-08"
"tw_visit_days_subsidy","numerical","104174","7","0","0","0.0","0.0",,,,,,,"1.079","1.179","1.164","-0.093","-0.079","0.334","0.649","0.606","-0.943","-0.814","success","success","success","N","2020-08"
"night_traffic_mb","numerical","13585272","11580246","0","0","0.0","0.0",,,,,,,"1601.14","3388.397","3096.563","-1.116","-0.934","5131.596","9533.013","8818.704","-0.858","-0.719","success","success","success","Y","2020-08"
"voc_snd_prtn_cnt_bf_m0","numerical","16585886","1075","0","0","0.0","0.0",,,,,,,"15.019","37.967","37.791","-1.528","-1.516","16.522","53.894","53.867","-2.262","-2.26","success","success","success","Y","2020-08"
"app_use_traffic_travel","numerical","2994667","1349395","0","16310","0.005","0.005",,,,,,,"3.372","6.031","5.065","-0.789","-0.502","14.133","25.252","22.914","-0.787","-0.621","success","success","success","N","2020-08"
"mbr_discount_amt_travel","numerical","560","196","0","359","0.641","0.641",,,,,,,"4465.816","6269.088","3393.308","-0.404","0.24","13031.183","15298.799","11874.301","-0.174","0.089","success","success","success","N","2020-08"
"app_use_traffic_etc_music","numerical","2650214","1771502","0","14710","0.006","0.006",,,,,,,"21.193","54.477","52.372","-1.571","-1.471","173.417","506.249","470.646","-1.919","-1.714","success","success","success","Y","2020-08"
"tw_visit_days_tfamilymoa","numerical","42345","7","0","0","0.0","0.0",,,,,,,"1.228","1.824","1.813","-0.485","-0.476","0.638","2.044","2.008","-2.204","-2.147","success","success","success","Y","2020-08"
"avg_chg_duration","numerical","11491645","16877","0","3306","0.0","0.0",,,,,,,"874.68","873.141","867.309","0.002","0.008","482.395","481.641","477.16","0.002","0.011","success","success","success","N","2020-08"
"tw_visit_days_device","numerical","66320","7","0","0","0.0","0.0",,,,,,,"1.303","1.688","1.699","-0.295","-0.304","0.715","1.65","1.66","-1.308","-1.322","success","success","success","Y","2020-08"
"sml_pay_cnt_bf_m2","numerical","19490534","237","0","16838061","0.864","0.864",,,,,,,"0.551","0.545","0.552","0.011","-0.002","2.614","2.774","2.493","-0.061","0.046","success","success","success","N","2020-08"
"sms_snd_cnt_interior","numerical","259299","20","0","257702","0.994","0.994",,,,,,,"0.01","0.015","0.015","-0.5","-0.5","0.187","0.325","0.276","-0.738","-0.476","success","success","success","N","2020-08"
"tw_visit_days_usage_pattern","numerical","19226","6","0","0","0.0","0.0",,,,,,,"1.025","1.053","1.055","-0.027","-0.029","0.18","0.297","0.31","-0.65","-0.722","success","success","success","N","2020-08"
"app_use_cnt_game","numerical","15621034","214","0","0","0.0","0.0",,,,,,,"15.984","64.814","59.354","-3.055","-2.713","12.409","49.645","45.126","-3.001","-2.637","success","success","success","Y","2020-08"
