"dimension","dim_type","cur_count","unique_count","null_count","zero_count","null_ratio","zero_ratio","cat_val","cat_ratio_bf_m0","cat_ratio_bf_m1","cat_ratio_bf_m2","cat_ratio_diff_bf_m1","cat_ratio_diff_bf_m2","mean_bf_m0","mean_bf_m1","mean_bf_m2","mean_ratio_diff_bf_m1","mean_ratio_diff_bf_m2","std_bf_m0","std_bf_m1","std_bf_m2","std_ratio_diff_bf_m1","std_ratio_diff_bf_m2","status_bf_m0","status_bf_m1","status_bf_m2","alarm_yn","dt"
"real_data_use_gb_bf_m2","numerical","19867583","11566826","0","2834866","0.143","0.143",,,,,,,"11.938","10.975","11.381","0.081","0.047","28.728","26.012","25.91","0.095","0.098","success","success","success","N","2020-05"
"app_use_traffic_shopping_parcel","numerical","2204301","1360766","0","103","0.0","0.0",,,,,,,"11.449","12.053","10.717","-0.053","0.064","84.35","86.519","74.871","-0.026","0.112","success","success","success","N","2020-05"
"real_avg_arpu","numerical","19918721","321743","0","939430","0.047","0.047",,,,,,,"30999.148","31004.123","31014.97","0.0","-0.001","21141.732","21128.041","21114.905","0.001","0.001","success","success","success","N","2020-05"
"dcb_cnt_bf_m1","numerical","19754252","6","0","18912793","0.957","0.957",,,,,,,"0.047","0.05","0.047","-0.064","0.0","0.232","0.238","0.233","-0.026","-0.004","success","success","success","N","2020-05"
"avg_subscription_period","numerical","19613335","28631","0","0","0.0","0.0",,,,,,,"-3049.606","-3110.038","-3205.496","-0.02","-0.051","5141.384","5157.898","5184.924","-0.003","-0.008","success","success","success","N","2020-05"
"twld_fee_visit_cnt_bf_m0","numerical","1713448","304","0","0","0.0","0.0",,,,,,,"5.74","5.781","5.343","-0.007","0.069","13.49","11.256","8.605","0.166","0.362","success","success","success","N","2020-05"
"sms_rcv_cnt_beauty","numerical","2367809","275","0","1091098","0.461","0.461",,,,,,,"0.98","0.944","0.939","0.037","0.042","3.387","3.227","3.112","0.047","0.081","success","success","success","N","2020-05"
"tw_visit_days_membership","numerical","702606","31","0","0","0.0","0.0",,,,,,,"1.221","1.213","1.141","0.007","0.066","0.752","0.721","0.508","0.041","0.324","success","success","success","N","2020-05"
"mbr_discount_amt_11st","numerical","326749","3292","0","12089","0.037","0.037",,,,,,,"4277.502","4533.226","4409.059","-0.06","-0.031","4075.723","4398.711","4150.465","-0.079","-0.018","success","success","success","N","2020-05"
"sms_rcv_cnt_baby","numerical","832906","93","0","389277","0.467","0.467",,,,,,,"1.419","1.958","1.805","-0.38","-0.272","5.408","4.305","4.458","0.204","0.176","success","success","success","N","2020-05"
"fmly_chld_age0712_cnt","numerical","463199","4","0","0","0.0","0.0",,,,,,,"1.149","1.147",,"0.002",,"0.364","0.362",,"0.005",,"success","success",,"N","2020-05"
"app_use_cnt_etc_video","numerical","16670511","655","0","0","0.0","0.0",,,,,,,"112.43","107.223","93.73","0.046","0.166","77.094","76.153","70.94","0.012","0.08","success","success","success","N","2020-05"
"app_use_traffic_stock","numerical","1608198","1160023","0","55","0.0","0.0",,,,,,,"25.503","17.581","12.98","0.311","0.491","188.203","158.984","143.252","0.155","0.239","success","success","success","N","2020-05"
"mbr_discount_amt_movie","numerical","68641","70","0","0","0.0","0.0",,,,,,,"10689.195","10747.814","10253.937","-0.005","0.041","5979.458","6070.102","5229.848","-0.015","0.125","success","success","success","N","2020-05"
"mbr_discount_amt_education","numerical","635","5","0","622","0.98","0.98",,,,,,,"33.583","15.385","7.592","0.542","0.774","265.952","182.929","102.873","0.312","0.613","success","success","success","N","2020-05"
"copn_left_cnt_bf2","numerical","19867583","21","0","5452210","0.274","0.274",,,,,,,"4.063","4.023","3.966","0.01","0.024","2.815","2.822","2.827","-0.002","-0.004","success","success","success","N","2020-05"
"age","numerical","19613335","149","0","6","0.0","0.0",,,,,,,"-172.898","-173.36","-173.844","-0.003","-0.005","1301.862","1302.942","1304.091","-0.001","-0.002","success","success","success","N","2020-05"
"tw_visit_days_security","numerical","463","3","0","0","0.0","0.0",,,,,,,"1.06","1.066","1.039","-0.006","0.02","0.804","0.753","0.3","0.063","0.627","success","success","success","N","2020-05"
"mbr_discount_cnt_convenience_store","numerical","893741","46","0","0","0.0","0.0",,,,,,,"2.699","2.694","2.734","0.002","-0.013","2.953","2.98","3.067","-0.009","-0.039","success","success","success","N","2020-05"
"app_use_traffic_vr","numerical","207614","158678","0","23","0.0","0.0",,,,,,,"11.19","13.865","18.773","-0.239","-0.678","472.229","321.64","283.999","0.319","0.399","success","success","success","N","2020-05"
"mbr_discount_cnt_beauty_and_fashion","numerical","292","4","0","0","0.0","0.0",,,,,,,"1.062","1.052","1.09","0.009","-0.026","0.292","0.239","0.371","0.182","-0.271","success","success","success","N","2020-05"
"voc_rcv_cnt_restaurant","numerical","8578123","301","0","7208598","0.84","0.84",,,,,,,"0.32","0.306","0.304","0.044","0.05","2.763","2.728","2.717","0.013","0.017","success","success","success","N","2020-05"
"tw_visit_days_fee_t_essence","numerical","191912","24","0","0","0.0","0.0",,,,,,,"1.279","1.292","1.206","-0.01","0.057","0.848","0.949","0.665","-0.119","0.216","success","success","success","N","2020-05"
"avg_mbr_use_cnt","numerical","20255369","386","0","14957809","0.738","0.738",,,,,,,"0.51","0.534","0.567","-0.047","-0.112","1.576","1.61","1.656","-0.022","-0.051","success","success","success","N","2020-05"
"app_use_traffic_other_telco","numerical","1176800","636534","0","106","0.0","0.0",,,,,,,"40.398","39.083","63.531","0.033","-0.573","646.421","679.375","711.156","-0.051","-0.1","success","success","success","N","2020-05"
"avg_eqp_buy_duration","numerical","11478958","18586","0","99842","0.009","0.009",,,,,,,"177.678","178.299","177.843","-0.003","-0.001","1023.658","1021.214","1020.429","0.002","0.003","success","success","success","N","2020-05"
"mbr_discount_cnt_bakery","numerical","1993543","37","0","0","0.0","0.0",,,,,,,"1.934","1.898","1.934","0.019","0.0","1.581","1.533","1.579","0.03","0.001","success","success","success","N","2020-05"
"tw_visit_days_vas_call_available","numerical","1306","3","0","0","0.0","0.0",,,,,,,"1.017","1.022","1.011","-0.005","0.006","0.135","0.156","0.115","-0.156","0.148","success","success","success","N","2020-05"
"mbr_use_cnt","numerical","3315450","148","0","0","0.0","0.0",,,,,,,"2.84","2.638","2.75","0.071","0.032","3.153","3.067","3.337","0.027","-0.058","success","success","success","N","2020-05"
"app_use_cnt_etc_music","numerical","4286692","118","0","0","0.0","0.0",,,,,,,"9.377","9.07","8.301","0.033","0.115","11.119","10.954","10.158","0.015","0.086","success","success","success","N","2020-05"
"voc_snd_avg_duration","numerical","17323465","7083","0","90485","0.005","0.005",,,,,,,"119.596","128.133","133.084","-0.071","-0.113","261.694","280.334","344.226","-0.071","-0.315","success","success","success","N","2020-05"
"tw_visit_days_fee_t_save","numerical","122148","17","0","0","0.0","0.0",,,,,,,"1.209","1.214","1.15","-0.004","0.049","0.708","0.776","0.55","-0.096","0.223","success","success","success","N","2020-05"
"avg_data_usage_in_gb","numerical","20255369","15020110","0","2380876","0.118","0.118",,,,,,,"11.482","11.361","11.526","0.011","-0.004","25.442","25.599","25.603","-0.006","-0.006","success","success","success","N","2020-05"
"app_use_traffic_kakaostory","numerical","5230481","4305729","0","236","0.0","0.0",,,,,,,"64.942","62.942","55.293","0.031","0.149","711.292","655.256","588.852","0.079","0.172","success","success","success","N","2020-05"
"app_use_traffic_insta","numerical","9144452","7371978","0","283","0.0","0.0",,,,,,,"1196.229","1113.258","978.993","0.069","0.182","3454.875","3287.99","2957.436","0.048","0.144","success","success","success","N","2020-05"
"tw_visit_days_suspend","numerical","66624","20","0","0","0.0","0.0",,,,,,,"1.126","1.131","1.098","-0.004","0.025","0.555","0.568","0.426","-0.023","0.232","success","success","success","N","2020-05"
"app_use_traffic_etc_video","numerical","16670511","15678097","0","46","0.0","0.0",,,,,,,"4380.404","4366.352","4432.787","0.003","-0.012","13038.095","13509.835","13561.033","-0.036","-0.04","success","success","success","N","2020-05"
"sms_snd_cnt_interior","numerical","808940","33","0","803012","0.993","0.993",,,,,,,"0.014","0.014","0.013","0.0","0.071","0.257","0.268","0.285","-0.043","-0.109","success","success","success","N","2020-05"
"bas_fee_amt","numerical","19613335","117","0","393638","0.02","0.02",,,,,,,"44548.387","44374.724","44283.58","0.004","0.006","24228.085","24107.174","24056.325","0.005","0.007","success","success","success","N","2020-05"
"data_usage_in_gb_bf_m4","numerical","20100978","12296290","0","2686585","0.134","0.134",,,,,,,"11.584","11.291","10.818","0.025","0.066","25.926","24.684","23.181","0.048","0.106","success","success","success","N","2020-05"
"tw_visit_days_vas_terminate","numerical","75847","22","0","0","0.0","0.0",,,,,,,"1.054","1.051","1.036","0.003","0.017","0.478","0.475","0.323","0.006","0.324","success","success","success","N","2020-05"
"allot_mth_cnt","numerical","19613335","9","0","11593311","0.591","0.591",,,,,,,"10.989","11.072","11.288","-0.008","-0.027","13.803","13.759","13.728","0.003","0.005","success","success","success","N","2020-05"
"voc_snd_prtn_cnt_bf_m1","numerical","17448033","2856","0","0","0.0","0.0",,,,,,,"35.632","35.688","36.037","-0.002","-0.011","51.929","52.043","49.951","-0.002","0.038","success","success","success","N","2020-05"
"app_use_traffic_everytime","numerical","605829","555728","0","17","0.0","0.0",,,,,,,"12.557","12.684",,"-0.01",,"40.27","38.117",,"0.053",,"success","success",,"N","2020-05"
"tw_visit_days_fee_t_max","numerical","50521","21","0","0","0.0","0.0",,,,,,,"1.171","1.154","1.101","0.015","0.06","0.657","0.618","0.436","0.059","0.336","success","success","success","N","2020-05"
"real_arpu_bf_m1","numerical","19918721","100349","0","1628519","0.082","0.082",,,,,,,"30040.756","30136.286","30106.559","-0.003","-0.002","21843.725","21823.076","21771.284","0.001","0.003","success","success","success","N","2020-05"
"sms_snd_cnt_baby","numerical","832906","23","0","829216","0.996","0.996",,,,,,,"0.008","0.007","0.007","0.125","0.125","0.187","0.171","0.16","0.086","0.144","success","success","success","N","2020-05"
"nugu_use_days","numerical","449442","31","0","0","0.0","0.0",,,,,,,"8.661","9.6","10.083","-0.108","-0.164","8.194","8.932","9.405","-0.09","-0.148","success","success","success","N","2020-05"
"mbr_discount_amt_emart","numerical","16491","71","0","0","0.0","0.0",,,,,,,"3580.162","6223.377","3791.104","-0.738","-0.059","2562.267","1915.822","2819.965","0.252","-0.101","success","success","success","N","2020-05"
"app_use_traffic_driver","numerical","1555434","1364878","0","90","0.0","0.0",,,,,,,"22.103","24.668","23.418","-0.116","-0.059","98.623","90.574","98.006","0.082","0.006","success","success","success","N","2020-05"
"tw_visit_days_my_vas","numerical","777962","27","0","0","0.0","0.0",,,,,,,"1.185","1.173","1.123","0.01","0.052","0.597","0.576","0.441","0.035","0.261","success","success","success","N","2020-05"
"app_use_traffic_game","numerical","7520140","5745348","0","397","0.0","0.0",,,,,,,"183.155","194.116","159.72","-0.06","0.128","1119.463","1262.204","941.321","-0.128","0.159","success","success","success","N","2020-05"
"voc_snd_cnt_pet","numerical","465493","120","0","145893","0.313","0.313",,,,,,,"1.713","1.548","1.571","0.096","0.083","3.12","3.072","3.434","0.015","-0.101","success","success","success","N","2020-05"
"fee_prod_id","categorical","19613335","476","0",,,,"NA00005955","0.076","0.078","0.08","-0.026","-0.053",,,,,,,,,,,"success","success","success","N","2020-05"
"cncl_aply_bf_equip_chg_dt","categorical","19613335","6371","0",,,,"99991231","0.633","0.635","0.637","-0.003","-0.006",,,,,,,,,,,"success","success","success","N","2020-05"
"scrb_sta_dt","categorical","19576951","151","0",,,,"20190516","0.185","0.177","0.168","0.043","0.092",,,,,,,,,,,"success","success","success","N","2020-05"
"sel_agrmt_sta_dt","categorical","12498332","730","0",,,,"20190820","0.007","0.007","0.007","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"cust_birth_dt","categorical","19613335","35104","0",,,,"99991231","0.027","0.027","0.027","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"fee_chg_dt","categorical","19497722","4869","0",,,,"20200601","0.005","0.005","0.005","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"svc_scrb_dt","categorical","19613335","10445","0",,,,"20140929","0.002","0.002","0.002","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"cncl_aply_last_equip_chg_dt","categorical","19613335","5908","0",,,,"99991231","0.409","0.411","0.411","-0.005","-0.005",,,,,,,,,,,"success","success","success","N","2020-05"
"sel_agrmt_end_dt","categorical","3324518","38","0",,,,"99991231","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"prod_nm","categorical","19613335","476","0",,,,"스몰","0.076","0.078","0.08","-0.026","-0.053",,,,,,,,,,,"success","success","success","N","2020-05"
"tmap_freq_dest_residence","categorical","1258298","5","0",,,,"apart","0.89","0.885","0.88","0.006","0.011",,,,,,,,,,,"success","success","success","N","2020-05"
"additional_svc_melon_scrb_type","categorical","19386","1","0",,,,"paid","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"additional_svc_bugs_scrb_type","categorical","30340","2","0",,,,"paid","0.996","0.996","0.996","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"additional_svc_pooq_scrb_type","categorical","766568","2","0",,,,"free","0.846","0.836","0.858","0.012","-0.014",,,,,,,,,,,"success","success","success","N","2020-05"
"scrb_sale_chnl_cl_cd","categorical","19613335","57","0",,,,"1101","0.422","0.423","0.424","-0.002","-0.005",,,,,,,,,,,"success","success","success","N","2020-05"
"additional_svc_ansim_option_scrb_type","categorical","1278090","2","0",,,,"free","0.525","0.52","0.727","0.01","-0.385",,,,,,,,,,,"success","success","success","N","2020-05"
"eqp_mdl_cd","categorical","19613335","4328","0",,,,"SS3I","0.012","0.013","0.013","-0.083","-0.083",,,,,,,,,,,"success","success","success","N","2020-05"
"additional_svc_flo_scrb_type","categorical","692871","2","0",,,,"free","0.871","0.863","0.881","0.009","-0.011",,,,,,,,,,,"success","success","success","N","2020-05"
"additional_svc_allcare_scrb_type","categorical","2199953","1","0",,,,"paid","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"prev_eqp_mdl_cd","categorical","9616491","2963","0",,,,"SS56","0.019",,"0.018",,"0.053",,,,,,,,,,,"success","fail","success","N","2020-05"
"additional_svc_oksusu_scrb_type","categorical","4544231","1","0",,,,"free","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"twd_device_nm","categorical","19613335","332","0",,,,"N/A","0.211",,"0.212",,"-0.005",,,,,,,,,,,"success","fail","success","N","2020-05"
"mng_nice_cb_scr","categorical","19613335","625","0",,,,"933","0.118","0.118","0.117","0.0","0.008",,,,,,,,,,,"success","success","success","N","2020-05"
"agrmt_mth_cnt","categorical","3324518","3","0",,,,"24","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"svc_gr_cd","categorical","19613335","20","0",,,,"SF","0.146","0.148","0.149","-0.014","-0.021",,,,,,,,,,,"success","success","success","N","2020-05"
"mng_nice_cb_grd","categorical","19613335","12","0",,,,"01","0.348","0.348","0.346","0.0","0.006",,,,,,,,,,,"success","success","success","N","2020-05"
"data_gift_recv_yn_bf_m2","categorical","19867583","2","0",,,,"N","0.93","0.93","0.924","0.0","0.006",,,,,,,,,,,"success","success","success","N","2020-05"
"sec_dev_yn","categorical","19205005","2","0",,,,"N","0.961","0.961","0.961","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"NA00002040_YN","categorical","2644317","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"family_yn","categorical","11832937","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_internet","categorical","9687538","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"NH00000103_YN","categorical","63692","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_pay_agr","categorical","16204212","2","0",,,,"Y","0.516",,,,,,,,,,,,,,,"success",,,"N","2020-05"
"filter_trnd_info_rejt_obj","categorical","116487","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_chuck_for_tw","categorical","19389922","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_col","categorical","421232","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_sktemployee","categorical","19552498","2","0",,,,"N","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"data_gift_recv_yn_bf_m0","categorical","19613335","2","0",,,,"N","0.925","0.929","0.93","-0.004","-0.005",,,,,,,,,,,"success","success","success","N","2020-05"
"copn_data_u1_yn_bf_m2","categorical","19867583","2","0",,,,"N","0.958","0.961","0.947","-0.003","0.011",,,,,,,,,,,"success","success","success","N","2020-05"
"main_channel_eqp_buy","categorical","19505630","3","0",,,,"D","0.386","0.388","0.389","-0.005","-0.008",,,,,,,,,,,"success","success","success","N","2020-05"
"smartwatch_yn","categorical","468559","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"t_agr_t_eqpal_scrb_ym","categorical","19613335","147","0",,,,"#","0.248","0.245","0.243","0.012","0.02",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_lte","categorical","19552498","2","0",,,,"N","0.952","0.952","0.951","0.0","0.001",,,,,,,,,,,"success","success","success","N","2020-05"
"op_sale_chnl_cl_cd","categorical","19613335","55","0",,,,"#","0.406","0.407","0.407","-0.002","-0.002",,,,,,,,,,,"success","success","success","N","2020-05"
"NH00000059_YN","categorical","3003799","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_aia_vitality","categorical","818311","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"copn_data_u1_yn_bf_m0","categorical","19613335","2","0",,,,"N","0.95","0.958","0.958","-0.008","-0.008",,,,,,,,,,,"success","success","success","N","2020-05"
"family_wire_comb_yn","categorical","7758325","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"device_loss","categorical","2579313","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_asgn_call_rgst_cust","categorical","11394","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_op_info_rejt_obj","categorical","88308","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"copn_data_u1_yn_bf_m1","categorical","19754252","2","0",,,,"N","0.958","0.958","0.961","0.0","-0.003",,,,,,,,,,,"success","success","success","N","2020-05"
"mbr_card_gr_cd","categorical","19613335","4","0",,,,"#","0.429","0.43","0.432","-0.002","-0.007",,,,,,,,,,,"success","success","success","N","2020-05"
"t_agr_t_eqpal_scrb_yn","categorical","19613335","3","0",,,,"N","0.534","0.531","0.528","0.006","0.011",,,,,,,,,,,"success","success","success","N","2020-05"
"NH00000133_YN","categorical","2558848","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_sex","categorical","19613335","2","0",,,,"N","0.97","0.97","0.97","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"NA00004430_YN","categorical","9655914","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"NH00000039_YN","categorical","530447","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_fee_prod","categorical","19613335","2","0",,,,"N","0.929","0.929","0.928","0.0","0.001",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_indv_corp_cl_cd","categorical","19613335","2","0",,,,"N","0.973","0.973","0.973","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"data_gift_send_yn_bf_m1","categorical","19754252","2","0",,,,"N","0.939","0.94","0.94","-0.001","-0.001",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_rep_mbr_ind","categorical","15146733","1","0",,,,"Y","1.0",,,,,,,,,,,,,,,"success",,,"N","2020-05"
"filter_smile","categorical","20255369","2","0",,,,"N","0.989","0.989","0.989","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"family_sharable_fee_prod_yn","categorical","2590576","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_frgnr","categorical","298384","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_tfamilymoa","categorical","1636544","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_pps","categorical","19613335","1","0",,,,"N","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"tablet_yn","categorical","1091026","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_svc_use_typ_cd","categorical","19613335","2","0",,,,"N","0.998","0.998","0.998","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"nugu_user_yn","categorical","1064225","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_five_g","categorical","19541651","2","0",,,,"N","0.89","0.896","0.9","-0.007","-0.011",,,,,,,,,,,"success","success","success","N","2020-05"
"data_gift_send_yn_bf_m2","categorical","19867583","2","0",,,,"N","0.94","0.94","0.934","0.0","0.006",,,,,,,,,,,"success","success","success","N","2020-05"
"tmap_freq_dest_healthcare","categorical","65926","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"NH00000037_YN","categorical","537548","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_eqp_mdl_cd","categorical","19613335","2","0",,,,"N","0.907","0.907","0.907","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_block_obj_cl_cd","categorical","641138","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_agree_201","categorical","18528951","2","0",,,,"N","0.951","0.952","0.953","-0.001","-0.002",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_usim_indpnd_svc","categorical","135436","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"nugu_dvc_rgst_yn","categorical","252397","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_term_dt","categorical","19613335","2","0",,,,"N","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"family_rep_yn","categorical","4903952","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"nugu_btv_rgst_yn","categorical","181103","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"family_marriage_yn","categorical","3603373","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"job_cd","categorical","19613335","1","0",,,,"#","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"NH00000084_YN","categorical","920345","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"data_gift_recv_yn_bf_m1","categorical","19754252","2","0",,,,"N","0.929","0.93","0.93","-0.001","-0.001",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_svc_st_cd","categorical","19613335","2","0",,,,"N","0.975","0.976","0.975","-0.001","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"sex_cd","categorical","19613335","4","0",,,,"1","0.505","0.505","0.505","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"childwatch_yn","categorical","37519","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_adt_ansim_home_yn","categorical","18903","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"NH00000114_YN","categorical","725473","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_svc_cd","categorical","19613335","1","0",,,,"N","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"data_give_psbl_yn","categorical","473496","1","0",,,,"Y","1.0","1.0",,"0.0",,,,,,,,,,,,"success","success",,"N","2020-05"
"rmk_omd_yn","categorical","19631196","2","0",,,,"0","0.968","0.969","0.97","-0.001","-0.002",,,,,,,,,,,"success","success","success","N","2020-05"
"data_gift_send_yn_bf_m0","categorical","19613335","2","0",,,,"N","0.936","0.939","0.94","-0.003","-0.004",,,,,,,,,,,"success","success","success","N","2020-05"
"family_child_yn","categorical","1287502","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_alpa_cust","categorical","639342","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"filter_agree_203","categorical","19555747","2","0",,,,"N","0.965","0.964","0.964","0.001","0.001",,,,,,,,,,,"success","success","success","N","2020-05"
"family_small_yn","categorical","1706605","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"nugu_app_rgst_yn","categorical","660378","1","0",,,,"Y","1.0","1.0","1.0","0.0","0.0",,,,,,,,,,,"success","success","success","N","2020-05"
"bf_1m_inv_amt","categorical","30305290","99345","0",,,,"0","0.157",,,,,,,,,,,,,,,"success",,,"N","2020-05"
"five_g_device_yn","categorical","19613335","2","0",,,,"N","0.885","0.893",,"-0.009",,,,,,,,,,,,"success","success",,"N","2020-05"
"mbr_discount_cnt_insurance",,,,,,,,,,,,,,,"1.0","1.001",,,,"0.021","0.023",,,"fail","success","success","Y","2020-05"
"mbr_discount_amt_insurance",,,,,,,,,,,,,,,"4333.471","4574.471",,,,"2136.337","2056.708",,,"fail","success","success","Y","2020-05"
"prev_mfact_nm","categorical","9521056","116","0",,,,"삼성전자(주)","0.71","0.708",,"0.003",,,,,,,,,,,,"success","success","fail","N","2020-06"
"app_use_traffic_youtube","numerical","16431239","15321272","0","699","0.0","0.0",,,,,,,"3425.748","3412.246","3389.272","0.004","0.011","9541.068","9510.137","9613.841","0.003","-0.008","success","success","success","N","2020-06"
"sms_rcv_cnt_pet","numerical","459166","82","0","275944","0.601","0.601",,,,,,,"0.766","0.8","0.906","-0.044","-0.183","2.249","2.042","2.04","0.092","0.093","success","success","success","N","2020-06"
"mbr_discount_amt_movie","numerical","158397","77","0","0","0.0","0.0",,,,,,,"10357.778","10689.195","10747.814","-0.032","-0.038","5298.87","5979.458","6070.102","-0.128","-0.146","success","success","success","N","2020-06"
"tw_visit_days_vas_perfect_call","numerical","10054","4","0","0","0.0","0.0",,,,,,,"1.033","1.033","1.037","0.0","-0.004","0.196","0.187","0.215","0.046","-0.097","success","success","success","N","2020-06"
